## Sun Mar 12 17:57:32 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g515.t1	40483.S8FSR3	2.03e-29	122.0	KOG0266@1|root,KOG0266@2759|Eukaryota,38D84@33154|Opisthokonta,3NXHV@4751|Fungi,3V0GQ@5204|Basidiomycota,226YR@155619|Agaricomycetes,3H146@355688|Agaricomycetes incertae sedis	4751|Fungi	S	WD-40 repeat-containing protein	SWD3	GO:0000228,GO:0000723,GO:0000785,GO:0000790,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006259,GO:0006323,GO:0006325,GO:0006333,GO:0006338,GO:0006342,GO:0006348,GO:0006355,GO:0006464,GO:0006479,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008213,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010564,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016569,GO:0016570,GO:0016571,GO:0018022,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0022607,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031497,GO:0031507,GO:0031974,GO:0031981,GO:0032200,GO:0032259,GO:0032991,GO:0034401,GO:0034641,GO:0034708,GO:0034968,GO:0035097,GO:0036211,GO:0040029,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048188,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051445,GO:0051568,GO:0051726,GO:0060249,GO:0060255,GO:0065007,GO:0065008,GO:0070013,GO:0070828,GO:0070868,GO:0070869,GO:0071103,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097549,GO:1901360,GO:1901564,GO:1902494,GO:1902679,GO:1903341,GO:1903506,GO:1903507,GO:1990234,GO:2000112,GO:2000113,GO:2000241,GO:2001141	-	ko:K14963	ko04934,map04934	-	-	-	ko00000,ko00001,ko03036	-	-	-	WD40
g516.t1	7029.ACYPI007765-PA	2.09e-253	709.0	COG5272@1|root,KOG0001@2759|Eukaryota,38ECC@33154|Opisthokonta,3B9NC@33208|Metazoa,3CXIG@33213|Bilateria,41XBP@6656|Arthropoda,3SFZR@50557|Insecta,3ECCE@33342|Paraneoptera	33208|Metazoa	O	Ubiquitin-like domain	UBC	GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005700,GO:0005704,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016567,GO:0019538,GO:0019941,GO:0030163,GO:0031386,GO:0032446,GO:0036211,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0051603,GO:0070647,GO:0071704,GO:0098687,GO:1901564,GO:1901565,GO:1901575	-	ko:K04551,ko:K08770	ko03320,ko04137,ko04144,ko05012,ko05167,map03320,map04137,map04144,map05012,map05167	-	-	-	ko00000,ko00001,ko04121,ko04147	-	-	-	ubiquitin
g517.t1	40483.S8EGM7	0.0	1167.0	KOG0988@1|root,KOG0988@2759|Eukaryota,38HE1@33154|Opisthokonta,3NV3Z@4751|Fungi,3UZT8@5204|Basidiomycota,224DN@155619|Agaricomycetes,3H4GE@355688|Agaricomycetes incertae sedis	4751|Fungi	A	RdRP-domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	RdRP
g518.t1	40492.XP_007310584.1	5.91e-289	808.0	COG5163@1|root,KOG2481@2759|Eukaryota,38DK2@33154|Opisthokonta,3NUXX@4751|Fungi,3UZBS@5204|Basidiomycota,22626@155619|Agaricomycetes,3H1X1@355688|Agaricomycetes incertae sedis	4751|Fungi	A	Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome	NOP7	GO:0000462,GO:0000463,GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006950,GO:0007049,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009267,GO:0009405,GO:0009605,GO:0009987,GO:0009991,GO:0010467,GO:0010570,GO:0016070,GO:0016072,GO:0022402,GO:0022613,GO:0030447,GO:0030490,GO:0030684,GO:0030686,GO:0030687,GO:0031667,GO:0031668,GO:0031669,GO:0031974,GO:0031981,GO:0032101,GO:0032102,GO:0032104,GO:0032105,GO:0032107,GO:0032108,GO:0032991,GO:0033554,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0035690,GO:0036170,GO:0040007,GO:0040008,GO:0042221,GO:0042254,GO:0042273,GO:0042274,GO:0042493,GO:0042594,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044182,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044419,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0044786,GO:0045926,GO:0046483,GO:0048519,GO:0048583,GO:0048585,GO:0050789,GO:0050896,GO:0051704,GO:0051716,GO:0060258,GO:0065007,GO:0070013,GO:0070545,GO:0070887,GO:0071496,GO:0071704,GO:0071840,GO:0080134,GO:0090304,GO:0097159,GO:1900428,GO:1900429,GO:1900434,GO:1900435,GO:1901360,GO:1901363,GO:1901576,GO:1990904	-	ko:K14843	-	-	-	-	ko00000,ko03009	-	-	-	BRCT,BRCT_2,Pescadillo_N
g519.t1	40483.S8FSQ5	3.25e-70	212.0	COG1958@1|root,KOG3459@2759|Eukaryota,3A1WS@33154|Opisthokonta,3P45M@4751|Fungi,3V0WE@5204|Basidiomycota,229JZ@155619|Agaricomycetes,3H56B@355688|Agaricomycetes incertae sedis	4751|Fungi	A	Sm-like ribonucleo protein	SMD2	GO:0000245,GO:0000375,GO:0000377,GO:0000387,GO:0000395,GO:0000398,GO:0000974,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005682,GO:0005684,GO:0005685,GO:0005686,GO:0006139,GO:0006376,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0032991,GO:0034622,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0046540,GO:0065003,GO:0071004,GO:0071010,GO:0071011,GO:0071013,GO:0071014,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1902494,GO:1990904	-	ko:K11096	ko03040,map03040	M00351,M00352,M00354,M00355,M00398	-	-	ko00000,ko00001,ko00002,ko03032,ko03041	-	-	-	LSM
g520.t1	40483.S8EJ45	1.03e-314	932.0	COG5307@1|root,KOG0929@2759|Eukaryota,39SV3@33154|Opisthokonta,3NW3N@4751|Fungi,3UYBS@5204|Basidiomycota,226GQ@155619|Agaricomycetes,3H0GF@355688|Agaricomycetes incertae sedis	4751|Fungi	U	Pleckstrin homology domain	-	GO:0000139,GO:0003674,GO:0005085,GO:0005086,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005794,GO:0006810,GO:0006887,GO:0006950,GO:0008150,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0012505,GO:0016020,GO:0016192,GO:0019899,GO:0023051,GO:0023056,GO:0031090,GO:0031984,GO:0032012,GO:0032014,GO:0032940,GO:0033554,GO:0034976,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046578,GO:0046579,GO:0046903,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050896,GO:0051020,GO:0051056,GO:0051057,GO:0051179,GO:0051234,GO:0051716,GO:0065007,GO:0065009,GO:0098588,GO:0098772,GO:0098791,GO:1902531,GO:1902533	-	-	-	-	-	-	-	-	-	-	PH,PH_9,Sec7
g522.t1	40483.S8EGL7	1.03e-182	531.0	2949T@1|root,2RB6U@2759|Eukaryota,3AH34@33154|Opisthokonta,3PIT3@4751|Fungi,3V3SX@5204|Basidiomycota,226K3@155619|Agaricomycetes,3H416@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Rap1 Myb domain	-	-	-	-	-	-	-	-	-	-	-	-	BRCT_2,Myb_DNA-bind_2
g523.t1	5334.XP_003037548.1	8.99e-290	800.0	COG0277@1|root,KOG1232@2759|Eukaryota,38DBR@33154|Opisthokonta,3NUGN@4751|Fungi,3UXY3@5204|Basidiomycota,227JR@155619|Agaricomycetes,3W4AP@5338|Agaricales	4751|Fungi	C	FAD linked oxidases, C-terminal domain	DLD2	GO:0000166,GO:0003674,GO:0003779,GO:0003824,GO:0004457,GO:0004458,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006089,GO:0006091,GO:0008092,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0015980,GO:0016054,GO:0016491,GO:0016614,GO:0016898,GO:0019516,GO:0019752,GO:0022900,GO:0022904,GO:0031974,GO:0032787,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046395,GO:0048037,GO:0050660,GO:0050662,GO:0051990,GO:0055114,GO:0070013,GO:0071704,GO:0071949,GO:0072329,GO:0097159,GO:0099615,GO:1901265,GO:1901363,GO:1901575,GO:1901615,GO:1901616,GO:1903457	1.1.99.40	ko:K21618	ko00620,map00620	-	R11593	RC00044	ko00000,ko00001,ko01000	-	-	-	FAD-oxidase_C,FAD_binding_4
g524.t1	40483.S8EGM1	3.18e-167	488.0	KOG2157@1|root,KOG2157@2759|Eukaryota,38HUI@33154|Opisthokonta,3P009@4751|Fungi,3V0N0@5204|Basidiomycota,228GY@155619|Agaricomycetes,3H0FM@355688|Agaricomycetes incertae sedis	4751|Fungi	O	Tubulin-tyrosine ligase family	PBY1	GO:0000226,GO:0000932,GO:0003674,GO:0003824,GO:0004835,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006807,GO:0006996,GO:0007010,GO:0007017,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016874,GO:0016879,GO:0016881,GO:0018166,GO:0018193,GO:0018212,GO:0018322,GO:0018410,GO:0019538,GO:0032991,GO:0035770,GO:0036211,GO:0036464,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071840,GO:0140096,GO:1901564,GO:1990904	-	-	-	-	-	-	-	-	-	-	SurE,TTL
g526.t1	5341.XP_007325583.1	3.36e-78	236.0	KOG3400@1|root,KOG3400@2759|Eukaryota,3A3E0@33154|Opisthokonta,3P46H@4751|Fungi,3V23U@5204|Basidiomycota,228WE@155619|Agaricomycetes,3W6VN@5338|Agaricales	4751|Fungi	K	RNA polymerase subunit 8	RPB8	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0005666,GO:0005730,GO:0005736,GO:0006139,GO:0006351,GO:0006360,GO:0006366,GO:0006383,GO:0006399,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009304,GO:0009987,GO:0010467,GO:0016070,GO:0016591,GO:0018130,GO:0019438,GO:0030880,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042797,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044452,GO:0044464,GO:0046483,GO:0055029,GO:0061695,GO:0070013,GO:0071704,GO:0090304,GO:0097659,GO:0098781,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	-	ko:K03016	ko00230,ko00240,ko01100,ko03020,ko04623,ko05016,ko05169,map00230,map00240,map01100,map03020,map04623,map05016,map05169	M00180,M00181,M00182	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko03021,ko03400	-	-	-	RNA_pol_Rpb8
g528.t1	40483.S8EJ34	3.31e-240	669.0	KOG0663@1|root,KOG0663@2759|Eukaryota,38C2D@33154|Opisthokonta,3NTY5@4751|Fungi,3V00R@5204|Basidiomycota,227JD@155619|Agaricomycetes,3H0J5@355688|Agaricomycetes incertae sedis	4751|Fungi	T	Pkinase-domain-containing protein	NPKA	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004693,GO:0005488,GO:0005524,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007346,GO:0008144,GO:0008150,GO:0008152,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019219,GO:0019222,GO:0019538,GO:0023052,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051726,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0097367,GO:0097472,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1903506,GO:2000112,GO:2001141	2.7.11.22	ko:K08818	-	-	-	-	ko00000,ko01000,ko01001,ko03041	-	-	-	Pkinase
g529.t1	104355.XP_007861161.1	1.57e-195	595.0	KOG2744@1|root,KOG2744@2759|Eukaryota,38I3G@33154|Opisthokonta,3NYPP@4751|Fungi,3V1GP@5204|Basidiomycota,224T4@155619|Agaricomycetes,3H310@355688|Agaricomycetes incertae sedis	4751|Fungi	K	ARID/BRIGHT DNA binding domain	-	GO:0000228,GO:0000785,GO:0000790,GO:0000988,GO:0000990,GO:0000991,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006325,GO:0006338,GO:0006355,GO:0006357,GO:0006996,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016043,GO:0016514,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0070603,GO:0071840,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902494,GO:1903506,GO:1904949,GO:2000112,GO:2001141	-	ko:K11771	-	-	-	-	ko00000,ko03021,ko03036	-	-	-	ARID,BAF250_C
g530.t1	40483.S8EJ32	6.51e-27	105.0	2E28N@1|root,2SCT1@2759|Eukaryota,3AC0C@33154|Opisthokonta,3P921@4751|Fungi,3V2RM@5204|Basidiomycota,22A8E@155619|Agaricomycetes,3H63V@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Eukaryotic protein of unknown function (DUF1764)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1764
g530.t2	40492.XP_007298019.1	2.03e-18	84.7	2E28N@1|root,2SCT1@2759|Eukaryota,3AC0C@33154|Opisthokonta,3P921@4751|Fungi,3V2RM@5204|Basidiomycota,22A8E@155619|Agaricomycetes,3H63V@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Eukaryotic protein of unknown function (DUF1764)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1764
g531.t1	40483.S8EGL4	1.01e-176	524.0	2CYM2@1|root,2S53D@2759|Eukaryota,3A7SF@33154|Opisthokonta,3P6GZ@4751|Fungi,3V20J@5204|Basidiomycota,224YR@155619|Agaricomycetes,3H44M@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g532.t1	40483.S8FSP1	2.35e-140	401.0	KOG0092@1|root,KOG0092@2759|Eukaryota,38HB3@33154|Opisthokonta,3NY6F@4751|Fungi,3UZJH@5204|Basidiomycota,225HR@155619|Agaricomycetes,3H3A8@355688|Agaricomycetes incertae sedis	4751|Fungi	U	Rab subfamily of small GTPases	VPS21	GO:0000011,GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005768,GO:0005769,GO:0005770,GO:0005886,GO:0006605,GO:0006623,GO:0006810,GO:0006886,GO:0006892,GO:0006895,GO:0006897,GO:0006914,GO:0006996,GO:0007032,GO:0007033,GO:0007034,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0010256,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016236,GO:0016462,GO:0016482,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019867,GO:0022411,GO:0022607,GO:0030139,GO:0031090,GO:0031410,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0031982,GO:0032509,GO:0032511,GO:0033036,GO:0033365,GO:0034613,GO:0036010,GO:0036257,GO:0036258,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044248,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045324,GO:0046907,GO:0048193,GO:0048308,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061709,GO:0061912,GO:0061919,GO:0070727,GO:0070925,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0071985,GO:0072594,GO:0072665,GO:0072666,GO:0097708,GO:0098588,GO:0098657,GO:0098805,GO:1903008	-	ko:K07889,ko:K07976	ko04014,ko04144,ko04145,ko04962,ko05146,ko05152,map04014,map04144,map04145,map04962,map05146,map05152	-	-	-	ko00000,ko00001,ko04031,ko04131,ko04147	-	-	-	Ras
g533.t1	40483.S8EJ28	7.72e-187	553.0	28K3W@1|root,2QSID@2759|Eukaryota,38HYU@33154|Opisthokonta,3P1BQ@4751|Fungi,3V4XY@5204|Basidiomycota,228CX@155619|Agaricomycetes,3H8RU@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Chondroitin AC alginate lyase	-	-	-	-	-	-	-	-	-	-	-	-	Alginate_lyase
g534.t1	202698.XP_007381266.1	1.81e-90	288.0	KOG1721@1|root,KOG1721@2759|Eukaryota,39CGA@33154|Opisthokonta,3NVT7@4751|Fungi,3VC4K@5204|Basidiomycota,22F77@155619|Agaricomycetes,3H40J@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Zinc finger, C2H2 type	-	GO:0000182,GO:0000995,GO:0001016,GO:0001030,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006359,GO:0006383,GO:0006384,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080084,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:0140223,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:1990837,GO:2000112,GO:2001141	-	ko:K09191	-	-	-	-	ko00000,ko03000,ko03021	-	-	-	zf-C2H2,zf-met
g535.t1	40483.S8EGL1	0.0	1073.0	KOG1862@1|root,KOG1862@2759|Eukaryota,39KXZ@33154|Opisthokonta,3Q5BN@4751|Fungi,3V7G7@5204|Basidiomycota,22FJA@155619|Agaricomycetes,3H8Z5@355688|Agaricomycetes incertae sedis	4751|Fungi	S	GYF domain	-	-	-	-	-	-	-	-	-	-	-	-	GYF
g536.t1	85982.XP_007318370.1	3.19e-148	430.0	COG5333@1|root,KOG2496@2759|Eukaryota,38DJD@33154|Opisthokonta,3NUG0@4751|Fungi,3V0K7@5204|Basidiomycota,2270P@155619|Agaricomycetes	4751|Fungi	D	Belongs to the cyclin family	-	GO:0000079,GO:0000307,GO:0000428,GO:0001932,GO:0001934,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005675,GO:0005737,GO:0005739,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008047,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0016070,GO:0016310,GO:0016538,GO:0016591,GO:0018130,GO:0019207,GO:0019209,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019538,GO:0019887,GO:0019914,GO:0030234,GO:0030295,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032147,GO:0032268,GO:0032270,GO:0032774,GO:0032806,GO:0032991,GO:0033674,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0042325,GO:0042327,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043539,GO:0043549,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0045737,GO:0045787,GO:0045859,GO:0045860,GO:0045893,GO:0045935,GO:0045937,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051338,GO:0051347,GO:0051726,GO:0055029,GO:0060255,GO:0061575,GO:0061695,GO:0065007,GO:0065009,GO:0070013,GO:0070816,GO:0070985,GO:0071704,GO:0071900,GO:0071902,GO:0080090,GO:0090304,GO:0090575,GO:0097659,GO:0098772,GO:1901360,GO:1901362,GO:1901407,GO:1901409,GO:1901564,GO:1901576,GO:1902494,GO:1902554,GO:1902680,GO:1902911,GO:1903506,GO:1903508,GO:1904029,GO:1904031,GO:1990234,GO:2000112,GO:2001141	-	ko:K06634	ko03022,ko03420,ko04110,map03022,map03420,map04110	M00290	-	-	ko00000,ko00001,ko00002,ko03021,ko03400	-	-	-	Cyclin_C_2,Cyclin_N
